record_id,group,expected_dangerous,existing_category,text,text_sha256
NEUTRAL_HISTORY_FICTION_AND_RESEARCH-05-05,neutral_history_fiction_and_research,False,Normal/Ignore,An incident review discusses historical fire damage only to understand what occurred.,8895e34711b693e1416b64085e7ad07005c17d1f6d4827606d3ccd73697af635
NEUTRAL_HISTORY_FICTION_AND_RESEARCH-06-01,neutral_history_fiction_and_research,False,Normal/Ignore,A fictional story depicts an electrical safety incident but does not encourage imitation.,64b53ba57e44610ce9714333fcba0ff3fd7b73d7abc137486b8d0edf5eff7ae4
NEUTRAL_HISTORY_FICTION_AND_RESEARCH-06-02,neutral_history_fiction_and_research,False,Normal/Ignore,A historical account neutrally describes an electrical safety incident.,68e67f5f641fcb67bd3c373127b885f833eeabb8f64e54601f792d15d53e0a75
NEUTRAL_HISTORY_FICTION_AND_RESEARCH-06-03,neutral_history_fiction_and_research,False,Normal/Ignore,An academic study analyzes injuries connected with an electrical safety incident.,29cc7c9464104d0857784cf3b1dae6331be4b89395bc420bef633ea1624e1d8e
NEUTRAL_HISTORY_FICTION_AND_RESEARCH-06-04,neutral_history_fiction_and_research,False,Normal/Ignore,A museum exhibit explains the history of an electrical safety incident without an actionable method.,be0180cb075d0a7700d13847032f4ccb6cab4563a5f1fcba383dc57508c80662
NEUTRAL_HISTORY_FICTION_AND_RESEARCH-06-05,neutral_history_fiction_and_research,False,Normal/Ignore,An incident review discusses an electrical safety incident only to understand what occurred.,a36c45afba34e12c420a292928f81e4bc6395c862791fe88a138e5ecfdf38cb0
NEUTRAL_HISTORY_FICTION_AND_RESEARCH-07-01,neutral_history_fiction_and_research,False,Normal/Ignore,A fictional story depicts a structural collapse from the past but does not encourage imitation.,41d72b4c961a10188b3a6a1bb355bc0690be5d4d6b793e4f6161f37127b4cd5a
NEUTRAL_HISTORY_FICTION_AND_RESEARCH-07-02,neutral_history_fiction_and_research,False,Normal/Ignore,A historical account neutrally describes a structural collapse from the past.,e154f973b5ed806a86a00afd1065eda9c226411b8ce7fea5fdc24b51ab53954c
NEUTRAL_HISTORY_FICTION_AND_RESEARCH-07-03,neutral_history_fiction_and_research,False,Normal/Ignore,An academic study analyzes injuries connected with a structural collapse from the past.,d2779c0cd0f8c389e7bee63c4d09db3f5a1a2f9244f3ac62f1b4b298ffd1908f
NEUTRAL_HISTORY_FICTION_AND_RESEARCH-07-04,neutral_history_fiction_and_research,False,Normal/Ignore,A museum exhibit explains the history of a structural collapse from the past without an actionable method.,e18073cc2ef970178020bb92180ed53a250d979efc678b95a13a0c8d37859255
NEUTRAL_HISTORY_FICTION_AND_RESEARCH-07-05,neutral_history_fiction_and_research,False,Normal/Ignore,An incident review discusses a structural collapse from the past only to understand what occurred.,fe9901811da0fc98abeec99164b013e449d0b7e9c72a7a90e5e01b25729bddbf
NEUTRAL_HISTORY_FICTION_AND_RESEARCH-08-01,neutral_history_fiction_and_research,False,Normal/Ignore,A fictional story depicts an unsafe challenge reported by researchers but does not encourage imitation.,7be0fbee036a393e08ea7632b9e0af0a84b8518f4461caccb095e488e75ff700
NEUTRAL_HISTORY_FICTION_AND_RESEARCH-08-02,neutral_history_fiction_and_research,False,Normal/Ignore,A historical account neutrally describes an unsafe challenge reported by researchers.,17674be8d37d4219eca6c10bdbdebdc5f0376553dad7017440b3469c6dad1844
NEUTRAL_HISTORY_FICTION_AND_RESEARCH-08-03,neutral_history_fiction_and_research,False,Normal/Ignore,An academic study analyzes injuries connected with an unsafe challenge reported by researchers.,07404d3917e12a1b16d3aa2829c93911d5deddbcb51ee8fb51bd44c389b98b47
NEUTRAL_HISTORY_FICTION_AND_RESEARCH-08-04,neutral_history_fiction_and_research,False,Normal/Ignore,A museum exhibit explains the history of an unsafe challenge reported by researchers without an actionable method.,12d2a5db2026d690301ec86b54f3dc9b632cf696a813312998948725860cc364
NEUTRAL_HISTORY_FICTION_AND_RESEARCH-08-05,neutral_history_fiction_and_research,False,Normal/Ignore,An incident review discusses an unsafe challenge reported by researchers only to understand what occurred.,685b3761d70b262402c345311994cec482e007be812209ebfee30219248ab750
CATEGORY-OWNER-01-01,established_category_isolation,False,Violent Content,The content directly threatens to assault a named person.,3043e1f924eccb75a6246cefe363d52a209c131b9a212606352b9e90aa9a4cd5
CATEGORY-OWNER-01-02,established_category_isolation,False,Violent Content,This established-category case directly threatens to assault a named person.,8e62d9ce35c3aa6b212326d87be746374c6838241835df3c8724244982d751c5
CATEGORY-OWNER-01-03,established_category_isolation,False,Violent Content,The primary signal directly threatens to assault a named person.,4ff0589f9b938cb626d6bae9ecc9179029aa83857a4445b6c85968396dd86f30
CATEGORY-OWNER-01-04,established_category_isolation,False,Violent Content,A post clearly directly threatens to assault a named person.,5437645439d3be7929c371369616da27610583bc05d79a22a5c4b3b60458b0f6
CATEGORY-OWNER-01-05,established_category_isolation,False,Violent Content,The message directly threatens to assault a named person.,fdcd0864a8aeba7c06e85d17276792cd01961439bc0e43bb85b6e20ba8103927
CATEGORY-OWNER-02-01,established_category_isolation,False,Publishing Private Information,The content publishes a private address.,18049d482345dc52e07fdc19b5628da20bc37f7e7265c35b4d94713c83ce9401
CATEGORY-OWNER-02-02,established_category_isolation,False,Publishing Private Information,This established-category case publishes a private address.,9be959b01b537f1e843b283a3b8a53d2d6b87832f505a144ed74625bf3af7a67
CATEGORY-OWNER-02-03,established_category_isolation,False,Publishing Private Information,The primary signal publishes a private address.,20c4805eed57ecd7c074745f9404c76a356fd5765687392c43bae03deb84644f
CATEGORY-OWNER-02-04,established_category_isolation,False,Publishing Private Information,A post clearly publishes a private address.,ff9fa4c069a50d8d19f9143f31652961ddf4e4d0b2bc584aca35358f5de012f3
CATEGORY-OWNER-02-05,established_category_isolation,False,Publishing Private Information,The message publishes a private address.,c33b1926f865da3feffab405eabf4c2b749adda271dca56f512e04fad6f816a5
CATEGORY-OWNER-03-01,established_category_isolation,False,"Spam, Scam & Phishing",The content impersonates support and demands a secret code.,c8fbc3159a426563e5f72574fc921e0e833f515ed11bab0eb94c5fcde86058e0
CATEGORY-OWNER-03-02,established_category_isolation,False,"Spam, Scam & Phishing",This established-category case impersonates support and demands a secret code.,e025ffd15f054d81356906b1416aea6c873abd3aa28957b52c6af3953ac6d758
CATEGORY-OWNER-03-03,established_category_isolation,False,"Spam, Scam & Phishing",The primary signal impersonates support and demands a secret code.,50af1d09f300c2c89bd7d573286802dfb8b22659edf33942866f023a053bd426
CATEGORY-OWNER-03-04,established_category_isolation,False,"Spam, Scam & Phishing",A post clearly impersonates support and demands a secret code.,0c6587ed78213fa4c706eadcba42e64b93bc062bc57039dbfe0a905c075700f8
CATEGORY-OWNER-03-05,established_category_isolation,False,"Spam, Scam & Phishing",The message impersonates support and demands a secret code.,575e5bc9bd6eacc66ea7f3ca4655d896ff6df8f599dbe9271bfbb482d289c157
CATEGORY-OWNER-04-01,established_category_isolation,False,Cyberbullying & Harassment,The content repeatedly intimidates one target.,c95c4b88779fabcfd30e7a3a65acc0fa56f4ad081671a6d2b0bddf10cdb07b03
CATEGORY-OWNER-04-02,established_category_isolation,False,Cyberbullying & Harassment,This established-category case repeatedly intimidates one target.,3ff3d079e6c7ee8a507e977e3027a7d9ba4563ee5b6bb5e708314629b8e3fbb4
CATEGORY-OWNER-04-03,established_category_isolation,False,Cyberbullying & Harassment,The primary signal repeatedly intimidates one target.,e238ab7157239797f82dd0f6d8992bcf6f0536bb58a75667d4803574fece57cf
CATEGORY-OWNER-04-04,established_category_isolation,False,Cyberbullying & Harassment,A post clearly repeatedly intimidates one target.,cc32e18a745b22112e5bd50d4042e24efd2a110b021ae2c2115b7ed42bf11b44
CATEGORY-OWNER-04-05,established_category_isolation,False,Cyberbullying & Harassment,The message repeatedly intimidates one target.,93a33ee2395c294605e269e3408c17c48dbe68e1eda28713e87cd98a61540849
CATEGORY-OWNER-05-01,established_category_isolation,False,Hate Speech & Discrimination,The content attacks a protected identity group.,f6f746b4cfa6fff107cf84866866ca58f9c6e0eeb9293605fa45bb3792c39d17
CATEGORY-OWNER-05-02,established_category_isolation,False,Hate Speech & Discrimination,This established-category case attacks a protected identity group.,7e5d958fbdcb8a2fe5962231c788b0b69ac727002b493322ceb89382261e5b5c
CATEGORY-OWNER-05-03,established_category_isolation,False,Hate Speech & Discrimination,The primary signal attacks a protected identity group.,4bbc0fc8401ca7beba6c241cc387171744745476be45c5a6baa2299847b7b6b5
CATEGORY-OWNER-05-04,established_category_isolation,False,Hate Speech & Discrimination,A post clearly attacks a protected identity group.,b8d350ff9c7096b3d7942c09cfcf6d9d909f7c6935fa66bf80273e09f8f6d126
CATEGORY-OWNER-05-05,established_category_isolation,False,Hate Speech & Discrimination,The message attacks a protected identity group.,541f724a2203000e4a4752d57d2839a2056d46b1a6cf2c4d8a474dc0a131126e
CATEGORY-OWNER-06-01,established_category_isolation,False,Religiously Offensive Content,The content attacks a revered sacred figure.,28cf34bcc4ab281fbee119b7ea4f58daae17d9535a81c6410811e9d67ca0c823
CATEGORY-OWNER-06-02,established_category_isolation,False,Religiously Offensive Content,This established-category case attacks a revered sacred figure.,717a7bebef0d21e663fa23c204ecaeac6ce2d147a653b06731b2ce3001a54c4e
CATEGORY-OWNER-06-03,established_category_isolation,False,Religiously Offensive Content,The primary signal attacks a revered sacred figure.,9839a08185e052e2769f565a7bd119e1de737d70db9abc355f1aa17ed9694a5d
CATEGORY-OWNER-06-04,established_category_isolation,False,Religiously Offensive Content,A post clearly attacks a revered sacred figure.,a5d929c4e7f82714ec9f41201324f8d1109079a5dc1d1d79e8edd093155a7aed
CATEGORY-OWNER-06-05,established_category_isolation,False,Religiously Offensive Content,The message attacks a revered sacred figure.,424ec72157a740447dcb6aa4ef51b89240e384c4dfb3c11aab1371d5d6c24717
CATEGORY-OWNER-07-01,established_category_isolation,False,Terrorism & Extremism,The content requests support for an extremist organization.,190df51dbe4d3ea6c1f3a5d9063683f316d4bd0a9cb0aa38dceaf10e07d4914c
CATEGORY-OWNER-07-02,established_category_isolation,False,Terrorism & Extremism,This established-category case requests support for an extremist organization.,298345c2b2540ab4967b44b00b098e098aa2d4c02a36ff649bcd69d98fc99740
CATEGORY-OWNER-07-03,established_category_isolation,False,Terrorism & Extremism,The primary signal requests support for an extremist organization.,82d7e6cd5b2303d3fda2b22148178264472bc81e06cf235d93f5223d27bd31db
CATEGORY-OWNER-07-04,established_category_isolation,False,Terrorism & Extremism,A post clearly requests support for an extremist organization.,d228209ea31bec9fae294bdf4680196992ccc6879678472e2cb0a3d701c2e853
CATEGORY-OWNER-07-05,established_category_isolation,False,Terrorism & Extremism,The message requests support for an extremist organization.,f54ed51d08a6957afce51dfe9f3167df4be9aae0176dc86179debc36eedab73e
CATEGORY-OWNER-08-01,established_category_isolation,False,Misinformation & Fake News,The content makes a checkable public factual claim.,7561464fa679fb73134d37a980528fd74750843d930fb2e8f518f1f27b2f072a
CATEGORY-OWNER-08-02,established_category_isolation,False,Misinformation & Fake News,This established-category case makes a checkable public factual claim.,e5c8e8b5a72449b14648abcb1e3a86a1179d460122e025cc80c968982b704c22
CATEGORY-OWNER-08-03,established_category_isolation,False,Misinformation & Fake News,The primary signal makes a checkable public factual claim.,73f7d2969305426d5f6c2d8f486a0477b0196339181e06c93d97eea5c762bba8
CATEGORY-OWNER-08-04,established_category_isolation,False,Misinformation & Fake News,A post clearly makes a checkable public factual claim.,4abe4e780fc920137b04ce579f94de9d39d957dc10f63adde47cd008d2432f0b
CATEGORY-OWNER-08-05,established_category_isolation,False,Misinformation & Fake News,The message makes a checkable public factual claim.,3c174a1c5cf857629e613d931228149292f0d9283ba5f80ddbd6459cd915ab8c
