language,phrase,normalized_phrase,weight,source_page
english,no age restrictions,no age restrictions,1.25,10
english,no capital,no capital,1.0,10
english,no catch,no catch,1.0,10
english,no claim forms,no claim forms,1.25,10
english,no cost,no cost,1.0,10
english,no credit card,no credit card,1.5,10
english,no credit check,no credit check,1.25,10
english,no credit experience,no credit experience,1.25,10
english,no deposit required,no deposit required,1.25,10
english,no disappointment,no disappointment,1.0,10
english,no experience needed,no experience needed,1.25,10
english,no extra cost,no extra cost,1.25,10
english,no fees,no fees,1.0,10
english,no gimmick,no gimmick,1.0,10
english,no gimmicks,no gimmicks,1.0,10
english,no hidden,no hidden,1.0,10
english,no hidden charges,no hidden charges,1.25,10
english,no hidden fees,no hidden fees,1.25,10
english,no hidden сosts,no hidden сosts,1.25,10
english,no interest,no interest,1.0,10
english,no interests,no interests,1.0,10
english,no inventory,no inventory,1.0,10
english,no investment,no investment,1.0,10
english,no investment required,no investment required,1.25,10
english,no medical exams,no medical exams,1.25,10
english,no middleman,no middleman,1.0,10
english,no obligation,no obligation,1.0,10
english,no payment required,no payment required,1.25,10
english,no purchase necessary,no purchase necessary,1.25,11
english,no purchase required,no purchase required,1.25,11
english,no questions asked,no questions asked,1.25,11
english,no refunds,no refunds,1.0,11
english,no risk,no risk,1.0,11
english,no selling,no selling,1.0,11
english,no strings attached,no strings attached,1.25,11
english,no-obligation,no-obligation,1.0,11
english,no-selling,no-selling,1.0,11
english,nominated bank account,nominated bank account,1.25,11
english,not junk,not junk,1.0,11
english,not scam,not scam,1.0,11
english,not spam,not spam,1.0,11
english,not-scam,not-scam,1.0,11
english,notspam,notspam,1.0,11
english,now only,now only,1.0,11
english,nude,nude,1.0,11
english,number 1,number 1,1.0,11
english,number do,number do,1.0,11
english,number one,number one,1.0,11
english,obligation,obligation,1.0,11
english,off everything,off everything,1.0,11
english,off shore,off shore,1.0,11
english,offer,offer,1.0,11
english,offer expires,offer expires,1.0,11
english,offer expires in x days,offer expires in x days,1.25,11
english,offer extended,offer extended,1.0,11
english,offers,offers,1.0,11
english,offers coupon,offers coupon,1.0,11
english,offers extra cash,offers extra cash,1.25,11
english,offers free,offers free,1.0,11
english,offshore,offshore,1.0,11
english,once in a lifetime,once in a lifetime,1.25,11
english,once in a lifetime deal,once in a lifetime deal,1.25,11
english,once in a lifetime opportunity,once in a lifetime opportunity,1.25,11
english,once in lifetime,once in lifetime,1.25,11
english,one hundred percent,one hundred percent,1.25,11
english,one hundred percent free,one hundred percent free,1.25,11
english,one hundred percent guaranteed,one hundred percent guaranteed,1.25,11
english,one time,one time,1.0,11
english,one time mailing,one time mailing,1.25,11
english,one-time,one-time,1.0,11
english,one-time mailing,one-time mailing,1.0,11
english,online,online,1.0,11
english,online biz opportunity,online biz opportunity,1.25,11
english,online business opportunity,online business opportunity,1.25,11
english,online degree,online degree,1.0,11
english,online income,online income,1.0,11
english,online job,online job,1.0,11
english,online marketing,online marketing,1.0,11
english,online pharmacy,online pharmacy,1.0,11
english,only $,only $,1.0,11
english,only for today,only for today,1.25,11
english,only for you,only for you,1.25,11
english,open,open,1.0,11
english,open link,open link,1.0,11
english,open this email!,open this email!,1.25,11
english,opportunity,opportunity,1.0,11
english,opt in,opt in,1.0,11
english,opt-in,opt-in,1.0,11
english,opt-out,opt-out,1.0,11
english,options,options,1.0,11
english,order,order,1.0,11
english,order a report,order a report,1.25,11
english,order now,order now,1.0,11
english,order online,order online,1.0,11
english,order shipped by,order shipped by,1.25,11
english,order status,order status,1.0,12
english,order today,order today,1.0,12
english,orders shipped by,orders shipped by,1.25,12
english,orders shipped by priority mail,orders shipped by priority mail,1.25,12
english,orders shipped by shopper,orders shipped by shopper,1.25,12
english,orders shipped by the shopper,orders shipped by the shopper,1.25,12
english,outlandish claims,outlandish claims,1.0,12
english,outstanding amount,outstanding amount,1.0,12
english,outstanding value,outstanding value,1.0,12
english,outstanding values,outstanding values,1.0,12
english,own boss,own boss,1.0,12
english,paid,paid,1.0,12
english,paisa,paisa,1.0,12
english,part time,part time,1.0,12
english,part time job,part time job,1.25,12
english,password,password,1.5,12
english,passwords,passwords,1.5,12
english,pay your bills,pay your bills,1.25,12
english,payment app,payment app,1.0,12
english,payments app,payments app,1.0,12
english,payout,payout,1.0,12
english,paypal,paypal,1.0,12
english,paytm,paytm,1.0,12
english,penis enlargement,penis enlargement,1.0,12
english,pennies a day,pennies a day,1.25,12
english,per day,per day,1.0,12
english,per month,per month,1.0,12
english,per week,per week,1.0,12
english,percent off,percent off,1.0,12
english,perfect,perfect,1.0,12
english,performance,performance,1.0,12
english,personal,personal,1.0,12
english,pharmaceuticals,pharmaceuticals,1.0,12
english,phone,phone,1.0,12
english,phone number,phone number,1.0,12
english,playstore,playstore,1.0,12
english,please,please,1.0,12
english,please open,please open,1.0,12
english,please read,please read,1.0,12
english,porn,porn,1.0,12
english,pornography,pornography,1.0,12
english,potential earnings,potential earnings,1.0,12
english,pre-approved,pre-approved,1.0,12
english,presently,presently,1.0,12
english,price,price,1.0,12
english,price protection,price protection,1.0,12
english,prices,prices,1.0,12
english,print form signature,print form signature,1.25,12
english,print out and fax,print out and fax,1.25,12
english,priority mail,priority mail,1.0,12
english,privately owned funds,privately owned funds,1.25,12
english,prize,prize,1.0,12
english,prizes,prizes,1.0,12
english,problem,problem,1.0,12
english,problem with shipping,problem with shipping,1.25,12
english,problem with your order,problem with your order,1.25,12
english,produced and sent out,produced and sent out,1.25,12
english,product and brand names,product and brand names,1.25,12
english,profit,profit,1.0,12
english,profits,profits,1.0,12
english,promise,promise,1.0,12
english,promise you,promise you,1.0,12
english,promoting,promoting,1.0,12
english,promotion,promotion,1.0,12
english,prozac,prozac,1.0,12
english,purchase,purchase,1.0,12
english,purchase now,purchase now,1.0,12
english,purchase order,purchase order,1.0,13
english,purchase today,purchase today,1.0,13
english,pure profit,pure profit,1.0,13
english,pure profits,pure profits,1.0,13
english,quantity is limited,quantity is limited,1.25,13
english,quick,quick,1.0,13
english,quote,quote,1.0,13
english,quotes,quotes,1.0,13
english,raashi,raashi,1.0,13
english,rashi,rashi,1.0,13
english,rate,rate,1.0,13
english,rates,rates,1.0,13
english,read this twice,read this twice,1.25,13
english,read twice,read twice,1.0,13
english,real thing,real thing,1.0,13
english,rebate,rebate,1.0,13
english,receive,receive,1.0,13
english,recover your debt,recover your debt,1.25,13
english,recover your debt instantly,recover your debt instantly,1.25,13
english,reduce debt,reduce debt,1.0,13
english,reduce your interest rate,reduce your interest rate,1.25,13
english,refer,refer,1.0,13
english,referral,referral,1.0,13
english,refinance,refinance,1.0,13
english,refinance home,refinance home,1.0,13
english,refinance today,refinance today,1.0,13
english,refinance your home,refinance your home,1.25,13
english,refinanced home,refinanced home,1.0,13
english,refund,refund,1.0,13
english,regarding,regarding,1.0,13
english,rekoo,rekoo,1.0,13
english,reminder,reminder,1.0,13
english,removal,removal,1.0,13
english,removal instructions,removal instructions,1.0,13
english,remove,remove,1.0,13
english,remove in quotes,remove in quotes,1.25,13
english,remove subject,remove subject,1.0,13
english,removes,removes,1.0,13
english,removes wrinkles,removes wrinkles,1.0,13
english,replica watches,replica watches,1.0,13
english,reply remove subject,reply remove subject,1.25,13
english,request,request,1.0,13
english,request now,request now,1.0,13
english,request today,request today,1.0,13
english,required,required,1.0,13
english,requires initial investment,requires initial investment,1.25,13
english,requires investment,requires investment,1.0,13
english,reserves the right,reserves the right,1.25,13
english,returns,returns,1.0,13
english,reverse,reverse,1.0,13
english,reverses,reverses,1.0,13
english,reverses aging,reverses aging,1.0,13
english,reward,reward,1.0,13
english,rewards,rewards,1.0,13
english,rich,rich,1.0,13
english,riches,riches,1.0,13
english,risk free,risk free,1.0,13
english,risk-free,risk-free,1.0,13
english,rolex,rolex,1.0,13
english,round the world,round the world,1.25,13
english,rs,rs,1.0,13
english,rs.,rs.,1.0,13
english,safeguard notice,safeguard notice,1.0,13
english,sale,sale,1.0,13
english,sales,sales,1.0,13
english,sample,sample,1.0,13
english,sant ramp,sant ramp,1.0,13
english,sant rampal,sant rampal,1.0,14
english,sar tan se,sar tan se,1.25,14
english,satisfaction,satisfaction,1.0,14
english,satisfaction guaranteed,satisfaction guaranteed,1.0,14
english,satsang,satsang,1.0,14
english,save,save,1.0,14
english,save $,save $,1.0,14
english,save an extra,save an extra,1.25,14
english,save big,save big,1.0,14
english,save big money,save big money,1.25,14
english,save big month,save big month,1.25,14
english,save money,save money,1.0,14
english,save now,save now,1.0,14
english,save up to,save up to,1.25,14
english,save €,save €,1.0,14
english,savings,savings,1.0,14
english,scheme,scheme,1.0,14
english,score,score,1.0,14
english,score with babes,score with babes,1.25,14
english,search engine,search engine,1.0,14
english,search engine listings,search engine listings,1.25,14
english,search engine optimisation,search engine optimisation,1.25,14
english,secret code,secret code,1.0,14
english,section 301,section 301,1.0,14
english,see for yourself,see for yourself,1.25,14
english,seen on,seen on,1.0,14
english,sent in compliance,sent in compliance,1.25,14
english,seo,seo,1.0,14
english,seo secrets,seo secrets,1.0,14
english,seo tools,seo tools,1.0,14
english,separated,separated,1.0,14
english,serious,serious,1.0,14
english,serious case,serious case,1.0,14
english,serious cash,serious cash,1.0,14
english,serious offer,serious offer,1.0,14
english,serious only,serious only,1.0,14
english,service,service,1.0,14
english,sex,sex,1.0,14
english,sexy babes,sexy babes,1.0,14
english,shop now,shop now,1.0,14
english,shopper,shopper,1.0,14
english,shopping spree,shopping spree,1.0,14
english,sign in,sign in,1.0,14
english,sign up,sign up,1.0,14
english,sign up free,sign up free,1.25,14
english,sign up free today,sign up free today,1.25,14
english,signup,signup,1.0,14
english,signup free today,signup free today,1.25,14
english,slut,slut,1.0,14
english,smartphone,smartphone,1.0,14
english,smarttrade,smarttrade,1.0,14
english,snore,snore,1.0,14
english,snoring,snoring,1.0,14
english,social media presence,social media presence,1.25,14
english,social security number,social security number,1.25,14
english,spam,spam,1.0,14
english,spam free,spam free,1.0,14
english,special deal,special deal,1.0,14
english,special discount,special discount,1.0,14
english,special for you,special for you,1.25,14
english,special offer,special offer,1.0,14
english,special offers,special offers,1.0,14
english,special promotion,special promotion,1.0,14
english,stainless steel,stainless steel,1.0,14
english,start earning,start earning,1.0,14
english,steamy,steamy,1.0,14
english,stock alert,stock alert,1.0,14
english,stock disclaimer statement,stock disclaimer statement,1.25,15
english,stock pick,stock pick,1.0,15
english,stock picks,stock picks,1.0,15
english,stocks,stocks,1.0,15
english,stop calling me,stop calling me,1.25,15
english,stop emailing me,stop emailing me,1.25,15
english,stop further distribution,stop further distribution,1.25,15
english,stop snoring,stop snoring,1.0,15
english,stops snoring,stops snoring,1.0,15
english,strong buy,strong buy,1.0,15
english,stuff on sale,stuff on sale,1.25,15
english,subject to,subject to,1.0,15
english,subject to cash,subject to cash,1.25,15
english,subject to credit,subject to credit,1.25,15
english,subscribe for free,subscribe for free,1.25,15
english,subscribe kare,subscribe kare,1.0,15
english,subscribe now,subscribe now,1.0,15
english,success,success,1.0,15
english,suffering the loss of a spouse,suffering the loss of a spouse,1.25,15
english,super promo,super promo,1.0,15
english,superlatives,superlatives,1.0,15
english,supplies,supplies,1.0,15
english,supplies are limited,supplies are limited,1.25,15
english,support me,support me,1.0,15
english,t.me,t.me,1.0,15
english,tack action now,tack action now,1.25,15
english,take action,take action,1.0,15
english,take action now,take action now,1.25,15
english,talks about hidden charges,talks about hidden charges,1.25,15
english,talks about prizes,talks about prizes,1.25,15
english,targeted customers,targeted customers,1.0,15
english,teen,teen,1.0,15
english,telegram,telegram,1.5,15
english,telephone,telephone,1.0,15
english,terms,terms,1.0,15
english,terms and conditions,terms and conditions,1.25,15
english,the best,the best,1.0,15
english,the best rates,the best rates,1.25,15
english,the following form,the following form,1.25,15
english,they\'re just giving it away,they\'re just giving it away,1.25,15
english,this is an ad,this is an ad,1.25,15
english,this is an advertisement,this is an advertisement,1.25,15
english,this is not spam,this is not spam,1.25,15
english,this isn\'t a scam,this isn\'t a scam,1.25,15
english,this isn\'t junk,this isn\'t junk,1.25,15
english,this isn\'t spam,this isn\'t spam,1.25,15
english,this isn\’t a scam,this isn\’t a scam,1.25,15
english,this isn\’t junk,this isn\’t junk,1.25,15
english,this isn\’t spam,this isn\’t spam,1.25,15
english,this won\'t last,this won\'t last,1.25,15
english,thousands,thousands,1.0,15
english,time limited,time limited,1.0,15
english,time-limited,time-limited,1.0,15
english,timeshare,timeshare,1.0,15
english,timeshare offers,timeshare offers,1.0,15
english,to be removed from this list,to be removed from this list,1.25,15
english,toll free,toll free,1.0,15
english,too late,too late,1.0,15
english,top urgent,top urgent,1.5,15
english,trader,trader,1.0,15
english,trading,trading,1.0,15
english,traffic,traffic,1.0,15
english,treatment,treatment,1.0,15
english,trial,trial,1.0,15
english,trial unlimited,trial unlimited,1.0,15
english,try follow back,try follow back,1.25,15
english,u.s. dollars,u.s. dollars,1.0,15
english,udhar,udhar,1.0,16
english,ultimate wonder product,ultimate wonder product,1.25,16
english,unbeatable offer,unbeatable offer,1.0,16
english,unbelievable,unbelievable,1.0,16
english,undisclosed,undisclosed,1.0,16
english,undisclosed recipient,undisclosed recipient,1.0,16
english,university diploma,university diploma,1.0,16
english,university diplomas,university diplomas,1.0,16
english,unlimited,unlimited,1.0,16
english,unlimited trial,unlimited trial,1.0,16
english,unsecured credit,unsecured credit,1.0,16
english,unsecured debt,unsecured debt,1.0,16
english,unsolicited,unsolicited,1.0,16
english,unsubscribe,unsubscribe,1.0,16
english,urgent,urgent,1.5,16
english,urgent response,urgent response,1.5,16
english,us dollars,us dollars,1.0,16
english,vacation,vacation,1.0,16
english,vacation offers,vacation offers,1.0,16
english,valium,valium,1.0,16
english,vashikaran,vashikaran,1.0,16
english,very cheap,very cheap,1.0,16
english,viagra,viagra,1.5,16
english,viagra delivery,viagra delivery,1.5,16
english,vicodin,vicodin,1.5,16
english,vip,vip,1.0,16
english,visa,visa,1.0,16
english,visit our website,visit our website,1.25,16
english,voucher,voucher,1.0,16
english,wa.me,wa.me,1.0,16
english,wallet,wallet,1.0,16
english,wants credit card,wants credit card,1.5,16
english,warranty,warranty,1.0,16
english,warranty expired,warranty expired,1.0,16
english,way of living,way of living,1.25,16
english,we are legal,we are legal,1.25,16
english,we hate spam,we hate spam,1.25,16
english,we honor all,we honor all,1.25,16
english,wealthy clientele,wealthy clientele,1.0,16
english,web traffic,web traffic,1.0,16
english,website visitors,website visitors,1.0,16
english,weekly earning,weekly earning,1.0,16
english,weight loss,weight loss,1.0,16
english,weight spam,weight spam,1.0,16
english,what 's keeping you?,what 's keeping you?,1.25,16
english,what are you waiting for,what are you waiting for,1.25,16
english,what are you waiting for?,what are you waiting for?,1.25,16
english,while available,while available,1.0,16
english,while stocks last,while stocks last,1.25,16
english,while supplies last,while supplies last,1.25,16
english,while you sleep,while you sleep,1.25,16
english,who really wins?,who really wins?,1.25,16
english,why pay more?,why pay more?,1.25,16
english,will not believe your eyes,will not believe your eyes,1.25,16
english,win,win,1.0,16
english,win big,win big,1.0,16
english,winner,winner,1.5,16
english,winning,winning,1.0,16
english,withdrawals,withdrawals,1.0,16
english,won,won,1.0,16
english,work at home,work at home,1.25,16
english,work from home,work from home,1.5,16
english,x group ssc,x group ssc,1.25,16
english,xanax,xanax,1.5,16
english,xxx,xxx,1.0,16
english,you are a winner,you are a winner,1.5,16
english,you are a winner!,you are a winner!,1.5,16
english,you have been chosen,you have been chosen,1.25,16
english,you have been selected,you have been selected,1.5,16
english,you have been selected!,you have been selected!,1.5,16
english,you will not believe your eyes,you will not believe your eyes,1.25,16
english,you will not believe your eyes!,you will not believe your eyes!,1.25,16
english,you're a winner,you're a winner,1.5,16
english,your income,your income,1.0,16
english,your prize,your prize,1.0,16
english,your status,your status,1.0,16
english,you’ve been selected,you’ve been selected,1.25,16
english,zero chance,zero chance,1.0,16
english,zero percent,zero percent,1.0,16
english,zero risk,zero risk,1.0,16
gujarati,$ બચાવો,$ બચાવો,1.0,13
gujarati,$ બનાવો,$ બનાવો,1.0,9
gujarati,0 નીચે,0 નીચે,1.0,1
gujarati,0% જોખમ,0% જોખમ,1.0,1
gujarati,0.99,0.99,1.0,1
gujarati,0.999,0.999,1.0,1
gujarati,1 રોકાણકાર,1 રોકાણકાર,1.0,1
gujarati,100%,100%,1.0,1
gujarati,100% મફત,100% મફત,1.0,1
gujarati,100% સતંોષ,100% સતંોષ,1.0,1
gujarati,1nvest0r,1nvest0r,1.0,1
gujarati,b1tc0in,b1tc0in,1.0,2
gujarati,bitc0in,bitc0in,1.0,2
gujarati,cialis,cialis,1.0,3
gujarati,dm,dm,1.0,4
gujarati,fnb,fnb,1.0,5
gujarati,paytm,paytm,1.0,11
gujarati,rekoo,rekoo,1.0,12
gujarati,SEO,seo,1.0,13
gujarati,SEO સાધનો,seo સાધનો,1.0,13
gujarati,t.me,t.me,1.0,14
gujarati,wa.me,wa.me,1.0,15
gujarati,xanax,xanax,1.5,16
gujarati,xxx,xxx,1.0,16
gujarati,আમপફ તক ৰસকાઇન અપ ક,আમপફ તক ৰસকાઇન અપ ક,1.25,14
gujarati,ই$ে ছકમાઓ,ই$ে ছકમાઓ,1.0,4
gujarati,কડৰાઉকનલોડ કરો,কડৰાઉকનલોડ કરો,1.0,4
gujarati,কતમારા ડબલ,কતમારા ડબલ,1.0,4
gujarati,কમને ચેતવણી આપો,কમને ચેતવણી આપો,1.25,1
gujarati,কમોટા પૈસા બચાવો,কમોટા પૈસા બચાવો,1.25,13
gujarati,কહવે સાચવો,কહવે સાચવો,1.0,13
gujarati,কિવનતંી,কિવનતંી,1.0,13
gujarati,গએક વાર,গએક વાર,1.0,11
gujarati,চતািৰરત જ વજન ઘટા,চતািৰરત જ વજન ઘટા,1.25,8
gujarati,ছeth3rium,ছeth3rium,1.0,5
gujarati,ছતપાસો,ছતપાસો,1.0,3
gujarati,টલ সેણময়દ ાথરাોিનকે বબ পોલােৰાવেনે,টલ সેણময়દ ાথરাોিનকે বબ পોલােৰાવেনે,1.25,2
gujarati,ণવ কધৰારকાની બચત કર,ণવ কધৰારকાની બચત કર,1.25,13
gujarati,তરলદ কકৰરকો,তરলદ কકৰરকો,1.0,2
gujarati,দમ উફকતিল যাব,দમ উફকતিল যাব,1.25,5
gujarati,নક મকાৰણকી,নક મকાৰણকી,1.0,5
gujarati,নક ાকમৰનকા,নક ાকમৰનকા,1.0,8
gujarati,নકাોইઈ રોકાણ નથી,নકাોইઈ રોકાણ નથી,1.25,10
gujarati,নમફત ભેટ,নમફત ભેટ,1.0,6
gujarati,নવ কજেৰનাમા ંઘટાડો,নવ কજেৰનাમા ંઘટાડો,1.25,15
gujarati,নહવે રદ કરો,নહવે રદ કરો,1.25,3
gujarati,পગনীોয়પতનাીયતા,পગনীોয়પতનাીયતા,1.0,3
gujarati,বગািঢ়ીરেছો ।દર,বગািঢ়ીરেছો ।દર,1.0,10
gujarati,বલ লોাટেগો,বલ লોাટেগો,1.0,9
gujarati,লઅািগબবજોપિત,লઅািগબবજોપિત,1.0,2
gujarati,লમকફત વેબસાઇટ,লમকફત વેબસાઇટ,1.0,6
gujarati,াচકুলોઈ ખેલ નથી,াচકুলોઈ ખેલ નથી,1.25,10
gujarati,ামમলূફীતয়া સેલ ફોન,ামમলূફীતয়া સેલ ફોન,1.25,6
gujarati,ামવચન,ামવચન,1.0,12
gujarati,াઅવાિંછત,াઅવાિંછત,1.0,15
gujarati,াકনા મকৰાનকે,াકনા મকৰાનকે,1.0,8
gujarati,ী હকવৰે কદાવો કરો,ী હকવৰે কદાવો કરો,1.25,3
gujarati,ীઈন નধনામો,ীઈন નধনામો,1.0,12
gujarati,ে1ল00% પૈસા પાછા,ে1ল00% પૈસા પાછા,1.25,1
gujarati,েয়રাસজ নન নથাીই,েয়રাસজ নન নથাીই,1.25,10
gujarati,ৰઅাમને કૉલ કરો,ৰઅাમને કૉલ કરો,1.25,2
gujarati,ৰમારા સોલમેટને શો,ৰમારા સોલમેટને શો,1.25,8
gujarati,ৰવাધારાનો નફો મેળ,ৰવাધારાનો નફો મેળ,1.25,4
gujarati,ৰહকવે સરખામણી કરો,ৰહকવે સરખામણી કરો,1.25,3
gujarati,અજમાયશ,અજમાયશ,1.0,15
gujarati,અબજ,અબજ,1.0,2
gujarati,અબજ ડોલર,અબજ ડોલર,1.0,2
gujarati,અબજો જોડાઓ,અબજો જોડાઓ,1.0,8
gujarati,અલગ,અલગ,1.0,13
gujarati,અવતરણ,અવતરણ,1.0,12
gujarati,અિધકાર અનામત,અિધકાર અનામત,1.0,13
gujarati,આ ઈમેલ ખોલો!,આ ઈમેલ ખોલો!,1.25,11
gujarati,આ કૌભાડં નથી,આ કૌભાડં નથી,1.25,14
gujarati,આ બે વાર વાચં ો,આ બે વાર વાચં ો,1.25,12
gujarati,આিদ আજেકંছ નથી,આিদ আજেકંছ નથી,1.25,14
gujarati,આપી દો,આપી દો,1.0,6
gujarati,આવક,આવક,1.0,7
gujarati,આવક વધારો,આવક વધારો,1.0,7
gujarati,ઇউમকેઇিলલ য કাবાઢો,ઇউમকેઇিলલ য કাবાઢો,1.25,5
gujarati,ઇનામ,ઇનામ,1.0,7
gujarati,ઇમેઇલ લણણી,ઇમેઇલ લણણી,1.0,5
gujarati,ઈનામો િવશે વાત ક,ઈનામો િવશે વાત ક,1.25,14
gujarati,ઉધર,ઉધર,1.0,15
gujarati,ઉપચાર,ઉપચાર,1.0,4
gujarati,ઉપાડ,ઉપાડ,1.0,16
gujarati,એમએલએમ,એમએલએમ,1.0,9
gujarati,એમેઝોન,એમેઝોન,1.0,1
gujarati,ઓનલાઇન,ઓનલાઇન,1.0,11
gujarati,ઓનલાઇન આવક,ઓનલાઇન આવક,1.0,11
gujarati,ઓનલાઇન સરખામ,ઓનલાઇન સરખામ,1.0,3
gujarati,ઓફર,ઓફર,1.0,11
gujarati,કંઈપણ શોધો,કંઈપણ શોધો,1.0,5
gujarati,કમાણી કરવા,કમાણી કરવા,1.0,9
gujarati,કમાવો,કમાવો,1.0,4
gujarati,કરોડપિત,કરોડપિત,1.0,9
gujarati,કલમ 301,કલમ 301,1.0,13
gujarati,કામ કરવાની ખાતર,કામ કરવાની ખાતર,1.25,7
gujarati,કામો,કામો,1.0,8
gujarati,કૉલ,કૉલ,1.0,2
gujarati,કોઈ પણ શરતો વગ,કોઈ પણ શરતો વગ,1.25,10
gujarati,કોઈ િનરાશા નથી,કોઈ િનરાશા નથી,1.25,10
gujarati,કોઈપણ સમયે રદ,કોઈપણ સમયે રદ,1.25,3
gujarati,કોડ,કોડ,1.0,3
gujarati,કોિવડ,કોિવડ,1.0,4
gujarati,કૌભાડં નથી,કૌભાડં નથી,1.0,10
gujarati,ખાટા,ખાટા,1.0,8
gujarati,ખાસ ઓફર,ખાસ ઓફર,1.0,14
gujarati,ખાસ સોદો,ખાસ સોદો,1.0,14
gujarati,ગભં ીર,ગભં ીર,1.0,13
gujarati,ગભં ીર ઓફર,ગભં ીર ઓફર,1.25,13
gujarati,ગભં ીર રોકડ,ગભં ીર રોકડ,1.25,13
gujarati,ગીરો,ગીરો,1.0,5
gujarati,ગીરો દરો,ગીરો દરો,1.0,10
gujarati,ગોપનીય,ગોપનીય,1.0,3
gujarati,ઘર ગીરો,ઘર ગીરો,1.0,7
gujarati,ઘર બેઠા કામ,ઘર બેઠા કામ,1.25,16
gujarati,ઘર રોજગાર,ઘર રોજગાર,1.0,7
gujarati,ચલણ,ચલણ,1.0,4
gujarati,ચેક જમા થયો,ચેક જમા થયો,1.25,3
gujarati,ચેનલ,ચેનલ,1.0,3
gujarati,છેલી તક,છેલી તક,1.0,8
gujarati,જકં નથી,જકં નથી,1.0,10
gujarati,જમા,જમા,1.0,4
gujarati,જમા રકમ,જમા રકમ,1.0,1
gujarati,જવાબ આપો િવષય,જવાબ આપો િવષય,1.25,13
gujarati,જોડાઓ,જોડાઓ,1.0,8
gujarati,ઝাৰડપી વજન ઘટાડ,ઝাৰડપી વજન ઘટાડ,1.25,8
gujarati,ઝડપથી વજન ઘટા,ઝડપથી વજન ઘટા,1.25,8
gujarati,ઝડપી,ઝડપી,1.0,5
gujarati,ઝડપી પૈસા,ઝડપી પૈસા,1.0,5
gujarati,ઝડપી રોકડ,ઝડપી રોકડ,1.0,5
gujarati,ટાઈમશેર,ટાઈમશેર,1.0,15
gujarati,ટાઈમશેર ઓફર,ટાઈમશેર ઓફર,1.0,15
gujarati,ડાઉનલોડ કરવા મ,ડાઉનલોડ કરવા મ,1.25,3
gujarati,ડોલર,ડોલર,1.0,4
gujarati,તક,તક,1.0,11
gujarati,તબીબી,તબીબી,1.0,9
gujarati,તમને પસદં કરવામ,તમને પસદં કરવામ,1.25,16
gujarati,તમારા ઇનામનો દા,તમારા ઇનામનો દા,1.25,3
gujarati,તમારા પૈસા મેળવો,તમારા પૈસા મેળવો,1.25,6
gujarati,તમારા પોતાના બો,તમારા પોતાના બો,1.25,2
gujarati,તરત,તરત,1.0,7
gujarati,તરત જ અમારો સં,તરત જ અમારો સં,1.25,3
gujarati,તે અસરકારક છે,તે અસરકારક છે,1.25,8
gujarati,તેને આપીને,તેને આપીને,1.0,6
gujarati,થોડા બોબ,થોડા બોબ,1.0,1
gujarati,દર,દર,1.0,12
gujarati,દરો,દરો,1.0,12
gujarati,દવા,દવા,1.0,9
gujarati,દાવાઓ,દાવાઓ,1.0,3
gujarati,દાવો,દાવો,1.0,3
gujarati,ધન,ધન,1.0,4
gujarati,ધનવાન બનો,ધનવાન બનો,1.0,6
gujarati,નৰকસકોરા બધં કરો,નৰকસકોરા બધં કરો,1.25,14
gujarati,નફો કરો,નફો કરો,1.0,9
gujarati,નબં ર એક,નબં ર એક,1.25,10
gujarati,નબં ર કરો,નબં ર કરો,1.25,10
gujarati,નસકોરા,નસકોરા,1.0,14
gujarati,નાણા ંકમાઈ,નાણા ંકમાઈ,1.0,5
gujarati,નાણા ંબચાવવા,નાણા ંબચાવવા,1.0,13
gujarati,નાણા ંમેળવો,નાણા ંમેળવો,1.0,6
gujarati,નીચા ગીરો દરો,નીચા ગીરો દરો,1.25,9
gujarati,નીચા દરો,નીચા દરો,1.0,9
gujarati,પয়তૈસাા ઝડપી,પয়তૈસাા ઝડપી,1.0,10
gujarati,પગલા ંલેવા,પગલા ંલેવા,1.0,14
gujarati,પર જોવા મળે છે,પર જોવા મળે છે,1.25,13
gujarati,પસદં,પસદં,1.0,11
gujarati,પેપલ,પેપલ,1.0,11
gujarati,પૈસા,પૈસા,1.0,9
gujarati,પૈસા કમાવવા,પૈસા કમાવવા,1.0,10
gujarati,પૈસા પાછા,પૈસા પાછા,1.0,10
gujarati,પૈસા 💰,પૈસા 💰,1.0,9
gujarati,પોતાના બોસ,પોતાના બોસ,1.0,11
gujarati,ફોન,ફોન,1.0,12
gujarati,ફોન નબં ર,ફોન નબં ર,1.25,12
gujarati,ફોલો બેક કરવાનો,ફોલો બેક કરવાનો,1.25,15
gujarati,બચત,બચત,1.0,13
gujarati,બધં,બધં,1.0,1
gujarati,બધા નવા,બધા નવા,1.0,1
gujarati,બે વાર વાચં ો,બે વાર વાચં ો,1.25,12
gujarati,બોનસ,બોનસ,1.0,2
gujarati,ભওকેટ સમાવેશ થાય,ભওকેટ સમાવેશ થાય,1.25,6
gujarati,ભડંોળ,ભડંોળ,1.0,6
gujarati,ભાગ સમય,ભાગ સમય,1.0,11
gujarati,મને બોલાવો,મને બોલાવો,1.0,2
gujarati,મને મદદ કરો,મને મદદ કરો,1.25,7
gujarati,મને મળવા,મને મળવા,1.0,9
gujarati,મફત અજમાયશ અ,મફત અજમાયશ અ,1.25,6
gujarati,મફત અને મફત,મફત અને મફત,1.25,6
gujarati,મફત અવતરણ,મફત અવતરણ,1.0,6
