id,content_type,file_name,image_caption,ocr_text,visual_signals,category,severity,action,human_review_required,grey_case,reason,policy_version
IMA-0189,image,sample_image_0189.webp,An account asks a child to send private personal images.,,Safe synthetic visual description for the Child Exploitation policy category. No raw harmful media is stored.,Child Exploitation,Critical,Block and immediately escalate,True,False,The content matches the configured conditions for Child Exploitation.,2026.08
IMA-0190,image,sample_image_0190.jpg,A video shows a person demonstrating a harmless hobby.,A video shows a person demonstrating a harmless hobby.,Safe synthetic visual description for the Normal/Ignore policy category. No raw harmful media is stored.,Normal/Ignore,None,Allow,False,False,"The content is safe, generic, educational, corrective, or otherwise does not meet a restrictive moderation condition.",2026.08
IMA-0191,image,sample_image_0191.png,A user posts denigrating abuse directed at a religious prophet.,A user posts denigrating abuse directed at a religious prophet.,Safe synthetic visual description for the Religiously Offensive Content policy category. No raw harmful media is stored.,Religiously Offensive Content,High,Remove and send for human review,True,False,The content matches the configured conditions for Religiously Offensive Content.,2026.08
IMA-0192,image,sample_image_0192.webp,A user attacks people because of their race and nationality.,A user attacks people because of their race and nationality.,Safe synthetic visual description for the Hate Speech & Discrimination policy category. No raw harmful media is stored.,Hate Speech & Discrimination,High,Remove and escalate,True,False,The content matches the configured conditions for Hate Speech & Discrimination.,2026.08
IMA-0193,image,sample_image_0193.jpg,The content distributes extremist recruitment propaganda.,,Safe synthetic visual description for the Terrorism & Extremism policy category. No raw harmful media is stored.,Terrorism & Extremism,Critical,Block and escalate,True,False,The content matches the configured conditions for Terrorism & Extremism.,2026.08
IMA-0194,image,sample_image_0194.png,The image description contains visible internal organs after an attack.,The image description contains visible internal organs after an attack.,Safe synthetic visual description for the Violent Content policy category. No raw harmful media is stored.,Violent Content,High,Block or apply a sensitive-content warning,True,False,The content matches the configured conditions for Violent Content.,2026.08
IMA-0195,image,sample_image_0195.webp,The content gives instructions to cause an explosion at home.,The content gives instructions to cause an explosion at home.,Safe synthetic visual description for the Dangerous Content policy category. No raw harmful media is stored.,Dangerous Content,High,Remove and send for human review,True,False,The content matches the configured conditions for Dangerous Content.,2026.08
IMA-0196,image,sample_image_0196.jpg,A post promotes a website selling explicit pornographic material.,A post promotes a website selling explicit pornographic material.,"Safe synthetic visual description for the Graphic, Obscene & Sexual Content policy category. No raw harmful media is stored.","Graphic, Obscene & Sexual Content",High,Block or age-restrict,True,False,"The content matches the configured conditions for Graphic, Obscene & Sexual Content.",2026.08
IMA-0197,image,sample_image_0197.png,A person sends sexually explicit messages after being asked to stop.,,Safe synthetic visual description for the Sexual Harassment policy category. No raw harmful media is stored.,Sexual Harassment,High,Remove and escalate,True,False,The content matches the configured conditions for Sexual Harassment.,2026.08
IMA-0198,image,sample_image_0198.webp,A person threatens to share private messages to embarrass someone.,A person threatens to share private messages to embarrass someone.,Safe synthetic visual description for the Cyberbullying & Harassment policy category. No raw harmful media is stored.,Cyberbullying & Harassment,Medium,"Limit, flag, and send for human review",True,False,The content matches the configured conditions for Cyberbullying & Harassment.,2026.08
IMA-0199,image,sample_image_0199.jpg,A hidden-camera recording shows a person's private moment.,A hidden-camera recording shows a person's private moment.,Safe synthetic visual description for the Invasion of Privacy policy category. No raw harmful media is stored.,Invasion of Privacy,High,Restrict and send for human review,True,False,The content matches the configured conditions for Invasion of Privacy.,2026.08
IMA-0200,image,sample_image_0200.png,A user advertises a gun for sale without a license.,A user advertises a gun for sale without a license.,Safe synthetic visual description for the Illegal Activities policy category. No raw harmful media is stored.,Illegal Activities,High,Restrict and send for human review,True,False,The content matches the configured conditions for Illegal Activities.,2026.08
IMA-0201,image,sample_image_0201.webp,A user leaks another person's private email address and phone number.,,Safe synthetic visual description for the Publishing Private Information policy category. No raw harmful media is stored.,Publishing Private Information,High,Remove exposed information and send for human review,True,False,The content matches the configured conditions for Publishing Private Information.,2026.08
IMA-0202,image,sample_image_0202.jpg,A user operates an account using another person's stolen identity.,A user operates an account using another person's stolen identity.,Safe synthetic visual description for the Identity Theft & Impersonation policy category. No raw harmful media is stored.,Identity Theft & Impersonation,High,Flag and send for human review,True,False,The content matches the configured conditions for Identity Theft & Impersonation.,2026.08
IMA-0203,image,sample_image_0203.png,The post promotes a false medical claim as a confirmed cure.,The post promotes a false medical claim as a confirmed cure.,Safe synthetic visual description for the Misinformation & Fake News policy category. No raw harmful media is stored.,Misinformation & Fake News,Medium,Flag and send for human review,True,False,The content matches the configured conditions for Misinformation & Fake News.,2026.08
IMA-0204,image,sample_image_0204.webp,An unsolicited promotion promises guaranteed income and requests a fee.,An unsolicited promotion promises guaranteed income and requests a fee.,"Safe synthetic visual description for the Spam, Scam & Phishing policy category. No raw harmful media is stored.","Spam, Scam & Phishing",High,"Block, warn, or limit distribution",False,False,"The content matches the configured conditions for Spam, Scam & Phishing.",2026.08
IMA-0205,image,sample_image_0205.jpg,A user sells unauthorized copies of copyrighted software.,,Safe synthetic visual description for the Intellectual Property Infringement policy category. No raw harmful media is stored.,Intellectual Property Infringement,Medium,Flag and send for human review,True,True,"The content contains indicators of Intellectual Property Infringement, but the final enforcement decision requires human review.",2026.08
IMA-0206,image,sample_image_0206.png,A user shares a phishing kit for stealing account credentials.,A user shares a phishing kit for stealing account credentials.,Safe synthetic visual description for the Malicious Programs policy category. No raw harmful media is stored.,Malicious Programs,Critical,Block and send for security review,True,False,The content matches the configured conditions for Malicious Programs.,2026.08
IMA-0207,image,sample_image_0207.webp,A user repeatedly describes another person as worthless and pathetic.,A user repeatedly describes another person as worthless and pathetic.,Safe synthetic visual description for the Abusive Words policy category. No raw harmful media is stored.,Abusive Words,Medium,Remove or limit distribution,False,False,The content matches the configured conditions for Abusive Words.,2026.08
IMA-0208,image,sample_image_0208.jpg,A user asks a minor to move to a private app and not tell their parents.,A user asks a minor to move to a private app and not tell their parents.,Safe synthetic visual description for the Child Exploitation policy category. No raw harmful media is stored.,Child Exploitation,Critical,Block and immediately escalate,True,False,The content matches the configured conditions for Child Exploitation.,2026.08
IMA-0209,image,sample_image_0209.png,A user shares a photograph of a meal with friends.,,Safe synthetic visual description for the Normal/Ignore policy category. No raw harmful media is stored.,Normal/Ignore,None,Allow,False,False,"The content is safe, generic, educational, corrective, or otherwise does not meet a restrictive moderation condition.",2026.08
IMA-0210,image,sample_image_0210.webp,The content celebrates damage to a place of worship.,The content celebrates damage to a place of worship.,Safe synthetic visual description for the Religiously Offensive Content policy category. No raw harmful media is stored.,Religiously Offensive Content,High,Remove and send for human review,True,False,The content matches the configured conditions for Religiously Offensive Content.,2026.08
IMA-0211,image,sample_image_0211.jpg,The content describes an ethnic group as not human.,The content describes an ethnic group as not human.,Safe synthetic visual description for the Hate Speech & Discrimination policy category. No raw harmful media is stored.,Hate Speech & Discrimination,High,Remove and escalate,True,False,The content matches the configured conditions for Hate Speech & Discrimination.,2026.08
IMA-0212,image,sample_image_0212.png,A user provides instructions intended to support a terrorist attack.,A user provides instructions intended to support a terrorist attack.,Safe synthetic visual description for the Terrorism & Extremism policy category. No raw harmful media is stored.,Terrorism & Extremism,Critical,Block and escalate,True,False,The content matches the configured conditions for Terrorism & Extremism.,2026.08
IMA-0213,image,sample_image_0213.webp,A user says they are going to stab a specific person.,,Safe synthetic visual description for the Violent Content policy category. No raw harmful media is stored.,Violent Content,High,Block or apply a sensitive-content warning,True,False,The content matches the configured conditions for Violent Content.,2026.08
IMA-0214,image,sample_image_0214.jpg,A user encourages another person to physically harm themselves.,A user encourages another person to physically harm themselves.,Safe synthetic visual description for the Dangerous Content policy category. No raw harmful media is stored.,Dangerous Content,High,Remove and send for human review,True,False,The content matches the configured conditions for Dangerous Content.,2026.08
IMA-0215,image,sample_image_0215.png,The content contains a morphed sexual image of an adult.,The content contains a morphed sexual image of an adult.,"Safe synthetic visual description for the Graphic, Obscene & Sexual Content policy category. No raw harmful media is stored.","Graphic, Obscene & Sexual Content",High,Block or age-restrict,True,False,"The content matches the configured conditions for Graphic, Obscene & Sexual Content.",2026.08
IMA-0216,image,sample_image_0216.webp,The content threatens consequences unless a person agrees to sexual activity.,The content threatens consequences unless a person agrees to sexual activity.,Safe synthetic visual description for the Sexual Harassment policy category. No raw harmful media is stored.,Sexual Harassment,High,Remove and escalate,True,False,The content matches the configured conditions for Sexual Harassment.,2026.08
IMA-0217,image,sample_image_0217.jpg,A user repeatedly pressures someone to provide their phone number.,,Safe synthetic visual description for the Cyberbullying & Harassment policy category. No raw harmful media is stored.,Cyberbullying & Harassment,Medium,"Limit, flag, and send for human review",True,False,The content matches the configured conditions for Cyberbullying & Harassment.,2026.08
IMA-0218,image,sample_image_0218.png,A person reports that their private photograph was uploaded without consent.,A person reports that their private photograph was uploaded without consent.,Safe synthetic visual description for the Invasion of Privacy policy category. No raw harmful media is stored.,Invasion of Privacy,High,Restrict and send for human review,True,False,The content matches the configured conditions for Invasion of Privacy.,2026.08
IMA-0219,image,sample_image_0219.webp,The content promotes an illegal foreign gambling website.,The content promotes an illegal foreign gambling website.,Safe synthetic visual description for the Illegal Activities policy category. No raw harmful media is stored.,Illegal Activities,High,Restrict and send for human review,True,False,The content matches the configured conditions for Illegal Activities.,2026.08
IMA-0220,image,sample_image_0220.jpg,The image contains an unredacted bank account statement.,The image contains an unredacted bank account statement.,Safe synthetic visual description for the Publishing Private Information policy category. No raw harmful media is stored.,Publishing Private Information,High,Remove exposed information and send for human review,True,False,The content matches the configured conditions for Publishing Private Information.,2026.08
IMA-0221,image,sample_image_0221.png,The profile impersonates a public figure without a parody label.,,Safe synthetic visual description for the Identity Theft & Impersonation policy category. No raw harmful media is stored.,Identity Theft & Impersonation,High,Flag and send for human review,True,False,The content matches the configured conditions for Identity Theft & Impersonation.,2026.08
IMA-0222,image,sample_image_0222.webp,A fake election result is presented as an official announcement.,A fake election result is presented as an official announcement.,Safe synthetic visual description for the Misinformation & Fake News policy category. No raw harmful media is stored.,Misinformation & Fake News,Medium,Flag and send for human review,True,True,"The content contains indicators of Misinformation & Fake News, but the final enforcement decision requires human review.",2026.08
IMA-0223,image,sample_image_0223.jpg,A repeated message tells users to click a suspicious payment link.,A repeated message tells users to click a suspicious payment link.,"Safe synthetic visual description for the Spam, Scam & Phishing policy category. No raw harmful media is stored.","Spam, Scam & Phishing",High,"Block, warn, or limit distribution",False,False,"The content matches the configured conditions for Spam, Scam & Phishing.",2026.08
IMA-0224,image,sample_image_0224.png,The message provides an illegal download of copyrighted material.,The message provides an illegal download of copyrighted material.,Safe synthetic visual description for the Intellectual Property Infringement policy category. No raw harmful media is stored.,Intellectual Property Infringement,Medium,Flag and send for human review,True,False,The content matches the configured conditions for Intellectual Property Infringement.,2026.08
IMA-0225,image,sample_image_0225.webp,The instructions tell users to disable antivirus and install a trojan.,,Safe synthetic visual description for the Malicious Programs policy category. No raw harmful media is stored.,Malicious Programs,Critical,Block and send for security review,True,False,The content matches the configured conditions for Malicious Programs.,2026.08
IMA-0226,image,sample_image_0226.jpg,The comment contains obfuscated abusive words directed at an individual.,The comment contains obfuscated abusive words directed at an individual.,Safe synthetic visual description for the Abusive Words policy category. No raw harmful media is stored.,Abusive Words,Medium,Remove or limit distribution,False,False,The content matches the configured conditions for Abusive Words.,2026.08
IMA-0227,image,sample_image_0227.png,The content describes physical harm being directed at a child.,The content describes physical harm being directed at a child.,Safe synthetic visual description for the Child Exploitation policy category. No raw harmful media is stored.,Child Exploitation,Critical,Block and immediately escalate,True,False,The content matches the configured conditions for Child Exploitation.,2026.08
IMA-0228,image,sample_image_0228.webp,A teacher posts an ordinary classroom announcement.,A teacher posts an ordinary classroom announcement.,Safe synthetic visual description for the Normal/Ignore policy category. No raw harmful media is stored.,Normal/Ignore,None,Allow,False,False,"The content is safe, generic, educational, corrective, or otherwise does not meet a restrictive moderation condition.",2026.08
IMA-0229,image,sample_image_0229.jpg,A post tells users to burn another community's religious book.,,Safe synthetic visual description for the Religiously Offensive Content policy category. No raw harmful media is stored.,Religiously Offensive Content,High,Remove and send for human review,True,False,The content matches the configured conditions for Religiously Offensive Content.,2026.08
IMA-0230,image,sample_image_0230.png,A post says that a protected group is inferior.,A post says that a protected group is inferior.,Safe synthetic visual description for the Hate Speech & Discrimination policy category. No raw harmful media is stored.,Hate Speech & Discrimination,High,Remove and escalate,True,False,The content matches the configured conditions for Hate Speech & Discrimination.,2026.08
IMA-0231,image,sample_image_0231.webp,A post praises a banned terrorist organization and asks users to join.,A post praises a banned terrorist organization and asks users to join.,Safe synthetic visual description for the Terrorism & Extremism policy category. No raw harmful media is stored.,Terrorism & Extremism,Critical,Block and escalate,True,False,The content matches the configured conditions for Terrorism & Extremism.,2026.08
IMA-0232,image,sample_image_0232.jpg,A person sends the direct threat: I will kill you tonight.,A person sends the direct threat: I will kill you tonight.,Safe synthetic visual description for the Violent Content policy category. No raw harmful media is stored.,Violent Content,High,Block or apply a sensitive-content warning,True,False,The content matches the configured conditions for Violent Content.,2026.08
IMA-0233,image,sample_image_0233.png,The video tells viewers to try a dangerous stunt without safety equipment.,,Safe synthetic visual description for the Dangerous Content policy category. No raw harmful media is stored.,Dangerous Content,High,Remove and send for human review,True,False,The content matches the configured conditions for Dangerous Content.,2026.08
IMA-0234,image,sample_image_0234.webp,The content contains explicit adult sexual imagery.,The content contains explicit adult sexual imagery.,"Safe synthetic visual description for the Graphic, Obscene & Sexual Content policy category. No raw harmful media is stored.","Graphic, Obscene & Sexual Content",High,Block or age-restrict,True,False,"The content matches the configured conditions for Graphic, Obscene & Sexual Content.",2026.08
IMA-0235,image,sample_image_0235.jpg,A user repeatedly demands that another person send nude pictures.,A user repeatedly demands that another person send nude pictures.,Safe synthetic visual description for the Sexual Harassment policy category. No raw harmful media is stored.,Sexual Harassment,High,Remove and escalate,True,False,The content matches the configured conditions for Sexual Harassment.,2026.08
IMA-0236,image,sample_image_0236.png,A user repeatedly tells another person that they are worthless.,A user repeatedly tells another person that they are worthless.,Safe synthetic visual description for the Cyberbullying & Harassment policy category. No raw harmful media is stored.,Cyberbullying & Harassment,Medium,"Limit, flag, and send for human review",True,False,The content matches the configured conditions for Cyberbullying & Harassment.,2026.08
IMA-0237,image,sample_image_0237.webp,A private video was secretly recorded and shared without consent.,,Safe synthetic visual description for the Invasion of Privacy policy category. No raw harmful media is stored.,Invasion of Privacy,High,Restrict and send for human review,True,False,The content matches the configured conditions for Invasion of Privacy.,2026.08
IMA-0238,image,sample_image_0238.jpg,A post offers illegal drugs for sale.,A post offers illegal drugs for sale.,Safe synthetic visual description for the Illegal Activities policy category. No raw harmful media is stored.,Illegal Activities,High,Restrict and send for human review,True,False,The content matches the configured conditions for Illegal Activities.,2026.08
IMA-0239,image,sample_image_0239.png,A post exposes another person's Aadhaar card number without permission.,A post exposes another person's Aadhaar card number without permission.,Safe synthetic visual description for the Publishing Private Information policy category. No raw harmful media is stored.,Publishing Private Information,High,Flag and send for human review,True,True,"The content contains indicators of Publishing Private Information, but the final enforcement decision requires human review.",2026.08
IMA-0240,image,sample_image_0240.webp,An account impersonates a bank representative to deceive customers.,An account impersonates a bank representative to deceive customers.,Safe synthetic visual description for the Identity Theft & Impersonation policy category. No raw harmful media is stored.,Identity Theft & Impersonation,High,Flag and send for human review,True,False,The content matches the configured conditions for Identity Theft & Impersonation.,2026.08
IMA-0241,image,sample_image_0241.jpg,A fabricated report presents a made-up public event as fact.,,Safe synthetic visual description for the Misinformation & Fake News policy category. No raw harmful media is stored.,Misinformation & Fake News,Medium,Flag and send for human review,True,False,The content matches the configured conditions for Misinformation & Fake News.,2026.08
IMA-0242,image,sample_image_0242.png,URGENT! Claim your prize now by sending your OTP on WhatsApp.,URGENT! Claim your prize now by sending your OTP on WhatsApp.,"Safe synthetic visual description for the Spam, Scam & Phishing policy category. No raw harmful media is stored.","Spam, Scam & Phishing",High,"Block, warn, or limit distribution",False,False,"The content matches the configured conditions for Spam, Scam & Phishing.",2026.08
IMA-0243,image,sample_image_0243.webp,A post distributes a pirated movie download without authorization.,A post distributes a pirated movie download without authorization.,Safe synthetic visual description for the Intellectual Property Infringement policy category. No raw harmful media is stored.,Intellectual Property Infringement,Medium,Flag and send for human review,True,False,The content matches the configured conditions for Intellectual Property Infringement.,2026.08
IMA-0244,image,sample_image_0244.jpg,A post provides a link to download credential-stealing malware.,A post provides a link to download credential-stealing malware.,Safe synthetic visual description for the Malicious Programs policy category. No raw harmful media is stored.,Malicious Programs,Critical,Block and send for security review,True,False,The content matches the configured conditions for Malicious Programs.,2026.08
IMA-0245,image,sample_image_0245.png,A user directly tells another person: you are a disgusting idiot.,,Safe synthetic visual description for the Abusive Words policy category. No raw harmful media is stored.,Abusive Words,Medium,Remove or limit distribution,False,False,The content matches the configured conditions for Abusive Words.,2026.08
IMA-0246,image,sample_image_0246.webp,An adult asks a minor to keep their private conversation secret.,An adult asks a minor to keep their private conversation secret.,Safe synthetic visual description for the Child Exploitation policy category. No raw harmful media is stored.,Child Exploitation,Critical,Block and immediately escalate,True,False,The content matches the configured conditions for Child Exploitation.,2026.08
IMA-0247,image,sample_image_0247.jpg,A customer asks a business about its opening hours.,A customer asks a business about its opening hours.,Safe synthetic visual description for the Normal/Ignore policy category. No raw harmful media is stored.,Normal/Ignore,None,Allow,False,False,"The content is safe, generic, educational, corrective, or otherwise does not meet a restrictive moderation condition.",2026.08
IMA-0248,image,sample_image_0248.png,The message encourages people to destroy a religious symbol.,The message encourages people to destroy a religious symbol.,Safe synthetic visual description for the Religiously Offensive Content policy category. No raw harmful media is stored.,Religiously Offensive Content,High,Remove and send for human review,True,False,The content matches the configured conditions for Religiously Offensive Content.,2026.08
IMA-0249,image,sample_image_0249.webp,The message calls for a religious group to be excluded from society.,,Safe synthetic visual description for the Hate Speech & Discrimination policy category. No raw harmful media is stored.,Hate Speech & Discrimination,High,Remove and escalate,True,False,The content matches the configured conditions for Hate Speech & Discrimination.,2026.08
IMA-0250,image,sample_image_0250.jpg,The message requests donations for a terrorist organization.,The message requests donations for a terrorist organization.,Safe synthetic visual description for the Terrorism & Extremism policy category. No raw harmful media is stored.,Terrorism & Extremism,Critical,Block and escalate,True,False,The content matches the configured conditions for Terrorism & Extremism.,2026.08
