qid,primary_name,aliases_json,matchable_aliases_json,primary_name_match_allowed,wikidata_class_qids_json,wikidata_class_labels_json,community_status,confirmed_legal_designation,eligible_for_review_routing,eligible_for_automatic_category,automatic_enforcement_allowed,neutral_mention_is_violation,exact_match_only,behavior_context_required,source_url,source_modified_utc,source_revision,retrieved_utc,license,license_url
Q113990225,Gatti Selvaggi,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q113990225,2023-05-21T06:28:00Z,1900364440,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q106688233,Gono Mukti Fouz,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q106688233,2024-07-29T02:31:08Z,2215148090,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q343124,Great Eastern Islamic Raiders' Front,"[""İBDA-C""]","[""İBDA-C""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q343124,2024-09-13T11:36:42Z,2247559535,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q17003807,Green Battalion,"[""al-Katiba al-Khadra"",""الكتيبة الخضراء""]","[""al-Katiba al-Khadra"",""الكتيبة الخضراء""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q17003807,2025-04-30T11:05:24Z,2343382996,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q126454841,Green Without Borders,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q126454841,2025-10-16T22:37:47Z,2417247373,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q1259273,Grupos Antiterroristas de Liberación,"[""GAL""]",[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q1259273,2026-07-06T20:13:54Z,2514593884,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q4124951,Grupos Armados 28 de Febrero,"[""GAVF""]",[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q4124951,2026-04-13T07:55:28Z,2480882507,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q52117655,Guardians of Religion Organization,"[""Hurras Al-Din"",""Tanẓīm Ḥurrās ad-Dīn""]","[""Hurras Al-Din"",""Tanẓīm Ḥurrās ad-Dīn""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q52117655,2025-04-20T12:11:34Z,2339762617,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q38799,Hamas,"[""Harakat al-Muqawama al-Islamiya"",""Islamic Resistance Movement""]","[""Harakat al-Muqawama al-Islamiya"",""Islamic Resistance Movement""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q38799,2026-08-09T09:37:59Z,2529128153,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q327701,Hamburg cell,[],[],True,"[""Q4456236""]","[""terrorist group""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q327701,2026-05-30T18:57:50Z,2499690873,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q972587,Haqqani network,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q972587,2025-11-13T14:33:32Z,2429103897,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q138685981,Harakat Ashab al-Yamin al-Islamia,"[""Ashab al-Yamin""]","[""Ashab al-Yamin""]",True,"[""Q4456236""]","[""terrorist group""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q138685981,2026-06-30T05:24:18Z,2512091246,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q17004199,Harakat Sham al-Islam,"[""حركة شام الإسلام""]","[""حركة شام الإسلام""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q17004199,2026-03-01T20:24:42Z,2468478257,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q1422667,Harkat-ul-Jihad al-Islami,"[""Harakat ul-Jihad-i-Islami""]","[""Harakat ul-Jihad-i-Islami""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q1422667,2026-02-12T19:45:41Z,2462926485,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q28540613,Hay'at Tahrir al-Sham,"[""Hayat Tahrir al-Sham"",""HTS"",""Organization for the Liberation of the Levant"",""Tahrir al-Sham""]","[""Hayat Tahrir al-Sham"",""Organization for the Liberation of the Levant"",""Tahrir al-Sham""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q28540613,2026-07-09T15:23:15Z,2515562124,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q116294218,Hayʾathā-ye Moʾtalefa-ye Eslāmi,"[""Islamic Coalition of Mourning Groups""]","[""Islamic Coalition of Mourning Groups""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q116294218,2023-02-02T16:33:55Z,1824655753,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q17004349,Hazzm movement,"[""Harakat Hazm"",""حركة حزم""]","[""Harakat Hazm"",""حركة حزم""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q17004349,2024-10-16T08:57:03Z,2261352436,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q3135107,Hezb-e Islami Gulbuddin,"[""Hezb-i-Islami Afghanistan"",""Hezbe Islami Gulbuddin"",""Islamic Party""]","[""Hezb-i-Islami Afghanistan"",""Hezbe Islami Gulbuddin"",""Islamic Party""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q3135107,2026-06-04T15:42:37Z,2501943765,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q493302,Hizb ut-Tahrir,"[""HT"",""Party of Liberation""]","[""Party of Liberation""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q493302,2026-08-09T11:23:36Z,2529180346,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q3294374,Hizbul Islam,"[""Hezb-ul Islam"",""Hisbi Islam"",""Hizbul Islaami"",""Islamic Party""]","[""Hezb-ul Islam"",""Hisbi Islam"",""Hizbul Islaami"",""Islamic Party""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q3294374,2026-04-20T13:29:05Z,2483417646,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q3140145,Honneur de la Police,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q3140145,2024-03-15T20:43:39Z,2102717162,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q3140512,Hordago,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q3140512,2024-09-02T07:40:03Z,2242004148,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q21070580,Imam Bukhari Jamaat,"[""Imom Buxoriy Katibasi"",""Katibat Imam al Bukhari""]","[""Imom Buxoriy Katibasi"",""Katibat Imam al Bukhari""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q21070580,2026-03-23T03:27:35Z,2474729657,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q159087,Indian Mujahideen,"[""IM"",""Indian Mujahedeen""]","[""Indian Mujahedeen""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q159087,2026-06-02T22:57:12Z,2501239639,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q1400312,Informal Anarchist Federation,"[""FAI"",""FAI-FRI"",""Federación Anarquista Informal"",""Federazione anarchica informale""]","[""FAI-FRI"",""Federación Anarquista Informal"",""Federazione anarchica informale""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q1400312,2025-11-20T21:58:54Z,2432009062,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q2925332,Internacional Brigades,"[""BI"",""Brigadas Internacionales"",""Brigades internationales""]","[""Brigadas Internacionales"",""Brigades internationales""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q2925332,2024-08-01T21:59:27Z,2218444437,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q20043207,International Marketplace Ministry,"[""IMM""]",[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q20043207,2025-12-02T16:18:46Z,2437293350,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q3023955,International Sikh Youth Federation,"[""ISYF""]",[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q3023955,2025-11-12T23:03:13Z,2428841303,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q2706604,Iparretarrak,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q2706604,2026-08-01T00:31:06Z,2525390935,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q207913,Irgun,"[""Etzel""]","[""Etzel""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q207913,2026-06-24T18:42:19Z,2510064006,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q525237,Irrintzi,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q525237,2026-05-15T03:36:12Z,2491825096,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q17006094,Islamic Amal,[],[],True,"[""Q4456236""]","[""terrorist group""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q17006094,2024-11-26T21:34:41Z,2280120446,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q1878607,Islamic Defenders Front,"[""Front Pembela Islam"",""الجبهة الدفاعية الإسلامية""]","[""Front Pembela Islam"",""الجبهة الدفاعية الإسلامية""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q1878607,2026-07-25T17:55:44Z,2522594373,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q12791471,Islamic Glory Brigades in the Land of the Nile,"[""IGBLN""]",[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q12791471,2026-05-24T16:13:36Z,2496870521,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q2997501,Islamic International Peacekeeping Brigade,"[""Islamic International Brigade""]","[""Islamic International Brigade""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q2997501,2026-06-05T15:57:56Z,2502276103,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q17005981,Islamic Jihad Organization,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q17005981,2026-01-05T19:15:32Z,2451824602,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q1674120,Islamic Jihad Union,"[""Jama'at al-Jihad al-Islami""]","[""Jama'at al-Jihad al-Islami""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q1674120,2025-11-13T16:26:31Z,2429134967,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q973179,Islamic Movement of Uzbekistan,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q973179,2025-11-13T16:44:16Z,2429139752,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q135195802,Islamic State - Georgia Province,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q135195802,2026-04-08T09:03:49Z,2479394064,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q19824111,Islamic State in Libya,"[""Wilayah al-Fezzan"",""Wilayah al-Tarabulus"",""Wilayah Barqah"",""ولاية برقة"",""ولاية طرابلس,"",""ولاية فزان""]","[""Wilayah al-Fezzan"",""Wilayah al-Tarabulus"",""Wilayah Barqah"",""ولاية برقة"",""ولاية طرابلس,"",""ولاية فزان""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q19824111,2026-03-23T13:12:32Z,2474812296,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q29025613,Islamic State in Somalia,"[""ISS"",""Somal"",""Somal Wilayah"",""Somalia Province"",""Somalia Wilayah"",""Wilayah of Somal"",""Wilayat al Somal""]","[""Somal"",""Somal Wilayah"",""Somalia Province"",""Somalia Wilayah"",""Wilayah of Somal"",""Wilayat al Somal""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q29025613,2026-03-28T00:08:21Z,2475733321,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q36504631,Islamic State in the Greater Sahara,"[""ISGS"",""ISIS-Greater Sahara""]","[""ISIS-Greater Sahara""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q36504631,2026-07-20T16:24:32Z,2520280023,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q18206631,Islamic State of Iraq,"[""al-Qaeda in Iraq"",""IS Iraq"",""ISI""]","[""al-Qaeda in Iraq"",""IS Iraq""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q18206631,2026-07-22T17:04:28Z,2521229873,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q137440183,Islamic State Province of Syria,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q137440183,2026-08-12T11:52:02Z,2530396845,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q18122635,Islamic State – Algeria Province,"[""Jazair Wilayah"",""Jund al-Khilafah"",""Soldiers of the Caliphate"",""Wilayat al-Jazair""]","[""Jazair Wilayah"",""Jund al-Khilafah"",""Soldiers of the Caliphate"",""Wilayat al-Jazair""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q18122635,2025-11-13T14:44:35Z,2429106627,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q60743607,Islamic State – Bengal Province,"[""ISIL in Bangladesh""]","[""ISIL in Bangladesh""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q60743607,2026-01-20T21:20:47Z,2456414003,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q21070584,Islamic State – Caucasus Province,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q21070584,2026-06-29T18:27:29Z,2511904144,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q85770139,Islamic State – Central Africa Province,"[""Central African province"",""IS-CAP""]","[""Central African province"",""IS-CAP""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q85770139,2025-09-10T02:24:02Z,2403038523,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q136702184,Islamic State – Egypt Province,"[""Misr""]",[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q136702184,2026-03-09T15:54:28Z,2470769518,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q135473151,Islamic State – Hijaz Province,"[""Hejaz Province"",""Hijaz Wilayah"",""Wilāyat al-Ḥijāz""]","[""Hejaz Province"",""Hijaz Wilayah"",""Wilāyat al-Ḥijāz""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q135473151,2025-10-05T20:00:05Z,2413026102,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q21070585,Islamic State – Khorasan Province,"[""IS Khorasan Province"",""IS-KP"",""ISIL-K"",""ISIL-Khorasan"",""ISIL-KP"",""ISIS Khorasan Province"",""ISIS-K"",""ISIS-Khurasan"",""ISIS-KP"",""ISK"",""ISK Khorasan"",""ISKP"",""Islamic State Khorasan"",""Islamic State of Iraq and ash-Sham-Khorasan"",""Islamic State of Iraq and ash-Sham-Khorasan Province"",""Khurasan Wilayah"",""The Islamic State in the Khorasan Province"",""Wilayah Khorasan""]","[""IS Khorasan Province"",""IS-KP"",""ISIL-K"",""ISIL-Khorasan"",""ISIL-KP"",""ISIS Khorasan Province"",""ISIS-K"",""ISIS-Khurasan"",""ISIS-KP"",""ISK Khorasan"",""Islamic State Khorasan"",""Islamic State of Iraq and ash-Sham-Khorasan"",""Islamic State of Iraq and ash-Sham-Khorasan Province"",""Khurasan Wilayah"",""The Islamic State in the Khorasan Province"",""Wilayah Khorasan""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q21070585,2026-06-27T02:52:07Z,2510907589,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q137883905,Islamic State – Lebanon Province,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q137883905,2026-03-09T15:55:06Z,2470769785,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q122641999,Islamic State – Mozambique Province,"[""Islamic State – Muzambiq Province"",""Islamic State-Mozambique"",""Mozambique Wilayah"",""Muzambiq Wilayah""]","[""Islamic State – Muzambiq Province"",""Islamic State-Mozambique"",""Mozambique Wilayah"",""Muzambiq Wilayah""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q122641999,2026-02-28T04:11:46Z,2467819711,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q22685518,Islamic State – Najd Province,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q22685518,2025-09-10T02:22:56Z,2403038397,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q133539711,Islamic State – Philippines Province,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q133539711,2026-06-26T02:39:37Z,2510606834,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q21070586,Islamic State – Sinai Province,"[""ISIL Sinai Province"",""ISIL-SP"",""Sinai Province of the Islamic State""]","[""ISIL Sinai Province"",""ISIL-SP"",""Sinai Province of the Islamic State""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q21070586,2025-08-03T10:56:04Z,2387593773,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q86661119,Islamic State – West Africa Province,"[""IS-WAP"",""ISIS-WA"",""ISIS-West Africa"",""ISWAP"",""West Africa Wilayah"",""Wilāyat Garb Ifrīqīyā""]","[""IS-WAP"",""ISIS-WA"",""ISIS-West Africa"",""West Africa Wilayah"",""Wilāyat Garb Ifrīqīyā""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q86661119,2025-10-25T22:15:10Z,2421940536,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q23072467,Islamic State – Yemen Province,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q23072467,2026-08-10T10:15:04Z,2529569704,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q12486981,Jagrata Muslim Janata Bangladesh,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q12486981,2023-08-24T07:43:35Z,1960026469,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q14415227,Jaish al-Muhajireen wal-Ansar,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q14415227,2025-10-09T05:16:53Z,2414205268,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q16049541,Jaish ul-Adl,"[""ג'יש אל-עדל"",""جيش العدل""]","[""ג'יש אל-עדל"",""جيش العدل""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q16049541,2026-01-30T15:36:37Z,2459321903,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q286627,Jaish-e-Mohammed,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q286627,2026-05-16T15:08:15Z,2492633107,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q6126837,Jalisco New Generation Cartel,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q6126837,2026-05-30T18:59:31Z,2499691257,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q17984585,Jama'at al-Tawhid wal-Jihad,"[""JTJ"",""Tawhid and Jihad""]","[""Tawhid and Jihad""]",True,"[""Q4456236""]","[""terrorist group""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q17984585,2026-04-06T17:29:10Z,2478914274,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
