record_id,group,text,expected_category,existing_category,existing_action,existing_review
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-021,legal_exception_scope_uncertain,"This post reproduces the entire copyrighted movie without permission for criticism, but fair use is unclear; development case 21.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-022,legal_exception_scope_uncertain,"This upload shares full copies of copyrighted book without authorization for teaching, and exception scope is unresolved; development case 22.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-023,legal_exception_scope_uncertain,"This account streams the full copyrighted song without permission as parody, while jurisdiction is unknown; development case 23.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-024,legal_exception_scope_uncertain,This user distributes full copies of copyrighted photograph without authorization for academic research; fair dealing is unclear; development case 24.,Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-025,legal_exception_scope_uncertain,"This post reproduces the entire copyrighted movie without permission for criticism, but fair use is unclear; development case 25.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-026,legal_exception_scope_uncertain,"This upload shares full copies of copyrighted book without authorization for teaching, and exception scope is unresolved; development case 26.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-027,legal_exception_scope_uncertain,"This account streams the full copyrighted song without permission as parody, while jurisdiction is unknown; development case 27.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-028,legal_exception_scope_uncertain,This user distributes full copies of copyrighted photograph without authorization for academic research; fair dealing is unclear; development case 28.,Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-029,legal_exception_scope_uncertain,"This post reproduces the entire copyrighted movie without permission for criticism, but fair use is unclear; development case 29.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-030,legal_exception_scope_uncertain,"This upload shares full copies of copyrighted book without authorization for teaching, and exception scope is unresolved; development case 30.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-031,legal_exception_scope_uncertain,"This account streams the full copyrighted song without permission as parody, while jurisdiction is unknown; development case 31.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-032,legal_exception_scope_uncertain,This user distributes full copies of copyrighted photograph without authorization for academic research; fair dealing is unclear; development case 32.,Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-033,legal_exception_scope_uncertain,"This post reproduces the entire copyrighted movie without permission for criticism, but fair use is unclear; development case 33.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-034,legal_exception_scope_uncertain,"This upload shares full copies of copyrighted book without authorization for teaching, and exception scope is unresolved; development case 34.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-035,legal_exception_scope_uncertain,"This account streams the full copyrighted song without permission as parody, while jurisdiction is unknown; development case 35.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-036,legal_exception_scope_uncertain,This user distributes full copies of copyrighted photograph without authorization for academic research; fair dealing is unclear; development case 36.,Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-037,legal_exception_scope_uncertain,"This post reproduces the entire copyrighted movie without permission for criticism, but fair use is unclear; development case 37.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-038,legal_exception_scope_uncertain,"This upload shares full copies of copyrighted book without authorization for teaching, and exception scope is unresolved; development case 38.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-039,legal_exception_scope_uncertain,"This account streams the full copyrighted song without permission as parody, while jurisdiction is unknown; development case 39.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-040,legal_exception_scope_uncertain,This user distributes full copies of copyrighted photograph without authorization for academic research; fair dealing is unclear; development case 40.,Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-041,legal_exception_scope_uncertain,"This post reproduces the entire copyrighted movie without permission for criticism, but fair use is unclear; development case 41.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-042,legal_exception_scope_uncertain,"This upload shares full copies of copyrighted book without authorization for teaching, and exception scope is unresolved; development case 42.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-043,legal_exception_scope_uncertain,"This account streams the full copyrighted song without permission as parody, while jurisdiction is unknown; development case 43.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-044,legal_exception_scope_uncertain,This user distributes full copies of copyrighted photograph without authorization for academic research; fair dealing is unclear; development case 44.,Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-045,legal_exception_scope_uncertain,"This post reproduces the entire copyrighted movie without permission for criticism, but fair use is unclear; development case 45.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-046,legal_exception_scope_uncertain,"This upload shares full copies of copyrighted book without authorization for teaching, and exception scope is unresolved; development case 46.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-047,legal_exception_scope_uncertain,"This account streams the full copyrighted song without permission as parody, while jurisdiction is unknown; development case 47.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-048,legal_exception_scope_uncertain,This user distributes full copies of copyrighted photograph without authorization for academic research; fair dealing is unclear; development case 48.,Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-049,legal_exception_scope_uncertain,"This post reproduces the entire copyrighted movie without permission for criticism, but fair use is unclear; development case 49.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-050,legal_exception_scope_uncertain,"This upload shares full copies of copyrighted book without authorization for teaching, and exception scope is unresolved; development case 50.",Uncertain,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-001,authorized_original_and_official,The rights holder authorized this official publisher upload of copyrighted film; safe development 1.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-002,authorized_original_and_official,Written permission and a valid distribution licence cover this source code; safe development 2.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-003,authorized_original_and_official,This is a user-created original stock photograph and permission is documented; safe development 3.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-004,authorized_original_and_official,The official store link offers paid course through licensed distribution; safe development 4.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-005,authorized_original_and_official,The rights holder authorized this official publisher upload of copyrighted film; safe development 5.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-006,authorized_original_and_official,Written permission and a valid distribution licence cover this source code; safe development 6.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-007,authorized_original_and_official,This is a user-created original stock photograph and permission is documented; safe development 7.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-008,authorized_original_and_official,The official store link offers paid course through licensed distribution; safe development 8.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-009,authorized_original_and_official,The rights holder authorized this official publisher upload of copyrighted film; safe development 9.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-010,authorized_original_and_official,Written permission and a valid distribution licence cover this source code; safe development 10.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-011,authorized_original_and_official,This is a user-created original stock photograph and permission is documented; safe development 11.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-012,authorized_original_and_official,The official store link offers paid course through licensed distribution; safe development 12.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-013,authorized_original_and_official,The rights holder authorized this official publisher upload of copyrighted film; safe development 13.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-014,authorized_original_and_official,Written permission and a valid distribution licence cover this source code; safe development 14.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-015,authorized_original_and_official,This is a user-created original stock photograph and permission is documented; safe development 15.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-016,authorized_original_and_official,The official store link offers paid course through licensed distribution; safe development 16.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-017,authorized_original_and_official,The rights holder authorized this official publisher upload of copyrighted film; safe development 17.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-018,authorized_original_and_official,Written permission and a valid distribution licence cover this source code; safe development 18.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-019,authorized_original_and_official,This is a user-created original stock photograph and permission is documented; safe development 19.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-020,authorized_original_and_official,The official store link offers paid course through licensed distribution; safe development 20.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-021,authorized_original_and_official,The rights holder authorized this official publisher upload of copyrighted film; safe development 21.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-022,authorized_original_and_official,Written permission and a valid distribution licence cover this source code; safe development 22.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-023,authorized_original_and_official,This is a user-created original stock photograph and permission is documented; safe development 23.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-024,authorized_original_and_official,The official store link offers paid course through licensed distribution; safe development 24.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-025,authorized_original_and_official,The rights holder authorized this official publisher upload of copyrighted film; safe development 25.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-026,authorized_original_and_official,Written permission and a valid distribution licence cover this source code; safe development 26.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-027,authorized_original_and_official,This is a user-created original stock photograph and permission is documented; safe development 27.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-028,authorized_original_and_official,The official store link offers paid course through licensed distribution; safe development 28.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-029,authorized_original_and_official,The rights holder authorized this official publisher upload of copyrighted film; safe development 29.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-030,authorized_original_and_official,Written permission and a valid distribution licence cover this source code; safe development 30.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-031,authorized_original_and_official,This is a user-created original stock photograph and permission is documented; safe development 31.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-032,authorized_original_and_official,The official store link offers paid course through licensed distribution; safe development 32.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-033,authorized_original_and_official,The rights holder authorized this official publisher upload of copyrighted film; safe development 33.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-034,authorized_original_and_official,Written permission and a valid distribution licence cover this source code; safe development 34.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-035,authorized_original_and_official,This is a user-created original stock photograph and permission is documented; safe development 35.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-036,authorized_original_and_official,The official store link offers paid course through licensed distribution; safe development 36.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-037,authorized_original_and_official,The rights holder authorized this official publisher upload of copyrighted film; safe development 37.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-038,authorized_original_and_official,Written permission and a valid distribution licence cover this source code; safe development 38.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-039,authorized_original_and_official,This is a user-created original stock photograph and permission is documented; safe development 39.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-040,authorized_original_and_official,The official store link offers paid course through licensed distribution; safe development 40.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-041,authorized_original_and_official,The rights holder authorized this official publisher upload of copyrighted film; safe development 41.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-042,authorized_original_and_official,Written permission and a valid distribution licence cover this source code; safe development 42.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-043,authorized_original_and_official,This is a user-created original stock photograph and permission is documented; safe development 43.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-044,authorized_original_and_official,The official store link offers paid course through licensed distribution; safe development 44.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-045,authorized_original_and_official,The rights holder authorized this official publisher upload of copyrighted film; safe development 45.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-046,authorized_original_and_official,Written permission and a valid distribution licence cover this source code; safe development 46.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-047,authorized_original_and_official,This is a user-created original stock photograph and permission is documented; safe development 47.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-048,authorized_original_and_official,The official store link offers paid course through licensed distribution; safe development 48.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-049,authorized_original_and_official,The rights holder authorized this official publisher upload of copyrighted film; safe development 49.,Normal/Ignore,Normal/Ignore,Allow,False
AUTHORIZED_ORIGINAL_AND_OFFICIAL-050,authorized_original_and_official,Written permission and a valid distribution licence cover this source code; safe development 50.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-001,public_domain_and_open_licence,The copyrighted artwork is public domain and links to the official source; safe development 1.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-002,public_domain_and_open_licence,The creator released this source code under CC0; safe development 2.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-003,public_domain_and_open_licence,A compatible Creative Commons licence permits redistribution of this copyrighted book; safe development 3.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-004,public_domain_and_open_licence,An open-source licence permits reuse of this stock photograph; safe development 4.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-005,public_domain_and_open_licence,The copyrighted artwork is public domain and links to the official source; safe development 5.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-006,public_domain_and_open_licence,The creator released this source code under CC0; safe development 6.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-007,public_domain_and_open_licence,A compatible Creative Commons licence permits redistribution of this copyrighted book; safe development 7.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-008,public_domain_and_open_licence,An open-source licence permits reuse of this stock photograph; safe development 8.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-009,public_domain_and_open_licence,The copyrighted artwork is public domain and links to the official source; safe development 9.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-010,public_domain_and_open_licence,The creator released this source code under CC0; safe development 10.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-011,public_domain_and_open_licence,A compatible Creative Commons licence permits redistribution of this copyrighted book; safe development 11.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-012,public_domain_and_open_licence,An open-source licence permits reuse of this stock photograph; safe development 12.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-013,public_domain_and_open_licence,The copyrighted artwork is public domain and links to the official source; safe development 13.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-014,public_domain_and_open_licence,The creator released this source code under CC0; safe development 14.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-015,public_domain_and_open_licence,A compatible Creative Commons licence permits redistribution of this copyrighted book; safe development 15.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-016,public_domain_and_open_licence,An open-source licence permits reuse of this stock photograph; safe development 16.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-017,public_domain_and_open_licence,The copyrighted artwork is public domain and links to the official source; safe development 17.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-018,public_domain_and_open_licence,The creator released this source code under CC0; safe development 18.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-019,public_domain_and_open_licence,A compatible Creative Commons licence permits redistribution of this copyrighted book; safe development 19.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-020,public_domain_and_open_licence,An open-source licence permits reuse of this stock photograph; safe development 20.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-021,public_domain_and_open_licence,The copyrighted artwork is public domain and links to the official source; safe development 21.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-022,public_domain_and_open_licence,The creator released this source code under CC0; safe development 22.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-023,public_domain_and_open_licence,A compatible Creative Commons licence permits redistribution of this copyrighted book; safe development 23.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-024,public_domain_and_open_licence,An open-source licence permits reuse of this stock photograph; safe development 24.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-025,public_domain_and_open_licence,The copyrighted artwork is public domain and links to the official source; safe development 25.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-026,public_domain_and_open_licence,The creator released this source code under CC0; safe development 26.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-027,public_domain_and_open_licence,A compatible Creative Commons licence permits redistribution of this copyrighted book; safe development 27.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-028,public_domain_and_open_licence,An open-source licence permits reuse of this stock photograph; safe development 28.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-029,public_domain_and_open_licence,The copyrighted artwork is public domain and links to the official source; safe development 29.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-030,public_domain_and_open_licence,The creator released this source code under CC0; safe development 30.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-031,public_domain_and_open_licence,A compatible Creative Commons licence permits redistribution of this copyrighted book; safe development 31.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-032,public_domain_and_open_licence,An open-source licence permits reuse of this stock photograph; safe development 32.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-033,public_domain_and_open_licence,The copyrighted artwork is public domain and links to the official source; safe development 33.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-034,public_domain_and_open_licence,The creator released this source code under CC0; safe development 34.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-035,public_domain_and_open_licence,A compatible Creative Commons licence permits redistribution of this copyrighted book; safe development 35.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-036,public_domain_and_open_licence,An open-source licence permits reuse of this stock photograph; safe development 36.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-037,public_domain_and_open_licence,The copyrighted artwork is public domain and links to the official source; safe development 37.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-038,public_domain_and_open_licence,The creator released this source code under CC0; safe development 38.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-039,public_domain_and_open_licence,A compatible Creative Commons licence permits redistribution of this copyrighted book; safe development 39.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-040,public_domain_and_open_licence,An open-source licence permits reuse of this stock photograph; safe development 40.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-041,public_domain_and_open_licence,The copyrighted artwork is public domain and links to the official source; safe development 41.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-042,public_domain_and_open_licence,The creator released this source code under CC0; safe development 42.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-043,public_domain_and_open_licence,A compatible Creative Commons licence permits redistribution of this copyrighted book; safe development 43.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-044,public_domain_and_open_licence,An open-source licence permits reuse of this stock photograph; safe development 44.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-045,public_domain_and_open_licence,The copyrighted artwork is public domain and links to the official source; safe development 45.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-046,public_domain_and_open_licence,The creator released this source code under CC0; safe development 46.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-047,public_domain_and_open_licence,A compatible Creative Commons licence permits redistribution of this copyrighted book; safe development 47.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-048,public_domain_and_open_licence,An open-source licence permits reuse of this stock photograph; safe development 48.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-049,public_domain_and_open_licence,The copyrighted artwork is public domain and links to the official source; safe development 49.,Normal/Ignore,Normal/Ignore,Allow,False
PUBLIC_DOMAIN_AND_OPEN_LICENCE-050,public_domain_and_open_licence,The creator released this source code under CC0; safe development 50.,Normal/Ignore,Normal/Ignore,Allow,False
BOUNDED_REPORTING_CRITICISM_AND_ACCESS-001,bounded_reporting_criticism_and_access,A critical review uses a brief clip for review from a copyrighted film and does not substitute for the original; safe development 1.,Normal/Ignore,Normal/Ignore,Allow,False
BOUNDED_REPORTING_CRITICISM_AND_ACCESS-002,bounded_reporting_criticism_and_access,News reporting includes a short attributed excerpt from a copyrighted book and links to the official source; safe development 2.,Normal/Ignore,Normal/Ignore,Allow,False
BOUNDED_REPORTING_CRITICISM_AND_ACCESS-003,bounded_reporting_criticism_and_access,"Teaching uses a small attributed quotation from a copyrighted song, only what is needed for commentary; safe development 3.",Normal/Ignore,Normal/Ignore,Allow,False
BOUNDED_REPORTING_CRITICISM_AND_ACCESS-004,bounded_reporting_criticism_and_access,An accessibility format uses only what is needed for commentary about a copyrighted photograph; safe development 4.,Normal/Ignore,Normal/Ignore,Allow,False
BOUNDED_REPORTING_CRITICISM_AND_ACCESS-005,bounded_reporting_criticism_and_access,A critical review uses a brief clip for review from a copyrighted film and does not substitute for the original; safe development 5.,Normal/Ignore,Normal/Ignore,Allow,False
BOUNDED_REPORTING_CRITICISM_AND_ACCESS-006,bounded_reporting_criticism_and_access,News reporting includes a short attributed excerpt from a copyrighted book and links to the official source; safe development 6.,Normal/Ignore,Normal/Ignore,Allow,False
BOUNDED_REPORTING_CRITICISM_AND_ACCESS-007,bounded_reporting_criticism_and_access,"Teaching uses a small attributed quotation from a copyrighted song, only what is needed for commentary; safe development 7.",Normal/Ignore,Normal/Ignore,Allow,False
BOUNDED_REPORTING_CRITICISM_AND_ACCESS-008,bounded_reporting_criticism_and_access,An accessibility format uses only what is needed for commentary about a copyrighted photograph; safe development 8.,Normal/Ignore,Normal/Ignore,Allow,False
BOUNDED_REPORTING_CRITICISM_AND_ACCESS-009,bounded_reporting_criticism_and_access,A critical review uses a brief clip for review from a copyrighted film and does not substitute for the original; safe development 9.,Normal/Ignore,Normal/Ignore,Allow,False
BOUNDED_REPORTING_CRITICISM_AND_ACCESS-010,bounded_reporting_criticism_and_access,News reporting includes a short attributed excerpt from a copyrighted book and links to the official source; safe development 10.,Normal/Ignore,Normal/Ignore,Allow,False
BOUNDED_REPORTING_CRITICISM_AND_ACCESS-011,bounded_reporting_criticism_and_access,"Teaching uses a small attributed quotation from a copyrighted song, only what is needed for commentary; safe development 11.",Normal/Ignore,Normal/Ignore,Allow,False
BOUNDED_REPORTING_CRITICISM_AND_ACCESS-012,bounded_reporting_criticism_and_access,An accessibility format uses only what is needed for commentary about a copyrighted photograph; safe development 12.,Normal/Ignore,Normal/Ignore,Allow,False
BOUNDED_REPORTING_CRITICISM_AND_ACCESS-013,bounded_reporting_criticism_and_access,A critical review uses a brief clip for review from a copyrighted film and does not substitute for the original; safe development 13.,Normal/Ignore,Normal/Ignore,Allow,False
BOUNDED_REPORTING_CRITICISM_AND_ACCESS-014,bounded_reporting_criticism_and_access,News reporting includes a short attributed excerpt from a copyrighted book and links to the official source; safe development 14.,Normal/Ignore,Normal/Ignore,Allow,False
